sentence_id,treatment,cures,medical,treatment_first_index,treatment_last_index,cures_first_index,cures_last_index,medical_first_index,medical_last_index,sentence_text
223761446,A twice-weekly rifampicin-containing drug regimen,cures,adherent patients irrespective of HIV status,0,4,8,8,10,15,A twice-weekly rifampicin-containing drug regimen given under DOT cures most adherent patients irrespective of HIV status and previous treatment history .
224266855,Nanonized tetracycline,cures,deadly diarrheal disease,0,1,2,2,3,5,"Nanonized tetracycline cures deadly diarrheal disease ' shigellosis ' in mice , caused by multidrug-resistant Shigella flexneri 2a bacterial infection ."
224685478,an As(2)O(3 ) and IFN-α combination,cures,Tax-driven ATL,7,12,20,20,21,22,"In this study , we demonstrate that an As(2)O(3 ) and IFN-α combination , known to trigger Tax proteolysis , cures Tax-driven ATL in mice ."
225920871,Small-volume metastatic nonseminoma primary chemotherapy,cures,the same high proportion of patients,0,4,7,7,8,13,Small-volume metastatic nonseminoma primary chemotherapy following orchidectomy cures the same high proportion of patients as does retroperitoneal lymph node dissection ( RPLND ) .
226629158,Hematopoietic Stem Cell Transplantation,Cures,Therapy-refractory Aspergillosis,0,3,4,4,5,6,Hematopoietic Stem Cell Transplantation Cures Therapy-refractory Aspergillosis in Chronic Granulomatous Disease .
227542292,radiotherapy,cures,a very high percentage of early stage patients with Hodgkin 's disease,1,1,2,2,3,14,"Although radiotherapy cures a very high percentage of early stage patients with Hodgkin 's disease ( HD ) , there is a controversial dichotomy in the dose recommendations believed necessary to achieve greater than 95 % local control : Whereas one school of thought is to administer 40 - 44 Gy , other reports claim equal results with about 36 Gy ."
227898146,exposure to phosphatidylinositol-specific phospholipase C,cures,scrapie-infected cultures,3,7,32,32,34,35,"We find that exposure to phosphatidylinositol-specific phospholipase C ( PIPLC ) or to the monoclonal anti-prion protein ( PrP ) antibody 6H4 not only prevents infection of susceptible N2a cells but also cures chronically scrapie-infected cultures , as judged by the long-term abrogation of PrP(Sc ) accumulation after cessation of treatment ."
227996220,liver grafting,cures,the underlying biochemical defect,23,24,26,26,27,30,OLTx should be considered as a treatment option in patients with severe progressive neurological deficits even in cases with stable liver function since liver grafting definitely cures the underlying biochemical defect .
228579698,complete resection,cures,intractable OO,7,8,9,9,10,11,"Recognition of PMTMCT is critical , as complete resection cures intractable OO ."
229593447,Recombinant interferon-α ( IFN-α ) treatment,cures,chronic hepatitis B virus ( HBV ) infection in some individuals,0,5,7,7,8,18,Recombinant interferon-α ( IFN-α ) treatment functionally cures chronic hepatitis B virus ( HBV ) infection in some individuals and suppresses virus replication in hepatocytes infected in vitro .
229747010,Carbon dioxide (CO2)-laser therapy,cures,macroscopic lesions,0,3,4,4,5,6,"Carbon dioxide (CO2)-laser therapy cures macroscopic lesions , but viral genome is not eradicated in men with therapy-resistant HPV infection ."
229771260,a single dose treatment with liposomal amphotericin B,cures,90 per cent,1,8,9,9,11,13,"Even a single dose treatment with liposomal amphotericin B cures > 90 per cent patients ; however , the stumbling block is its prohibitive cost that precludes its widespread accessibility in endemic countries ."
229822647,a cDNA library of normal tissue,cures,established tumors of the same histological type,4,9,19,19,20,26,"We show here that a cDNA library of normal tissue , expressed from a highly immunogenic viral platform , cures established tumors of the same histological type from which the cDNA library was derived ."
230839623,hematopoietic stem cell transplantation,cures,severe aplastic anemia,1,4,8,8,9,11,"Because hematopoietic stem cell transplantation ( HSCT ) cures severe aplastic anemia ( SAA ) , it is the treatment of choice for younger patients ."
230839623,HSCT,cures,severe aplastic anemia,6,6,8,8,9,11,"Because hematopoietic stem cell transplantation ( HSCT ) cures severe aplastic anemia ( SAA ) , it is the treatment of choice for younger patients ."
231177350,Drug targeting,cures,fatal LGL leukemia,0,1,6,6,8,10,Drug targeting that reverses miR-29b repression cures otherwise fatal LGL leukemia .
235840113,allogeneic transplantation,cures,a small proportion of patients,1,2,3,3,4,8,"Although allogeneic transplantation cures a small proportion of patients , high transplant-related mortality and relapse rates hamper survival ."
236245031,Spermidine,cures,senior moments,0,0,1,1,4,5,Spermidine cures flies of senior moments .
236819904,liver transplantation,cures,their genetic defect,11,12,13,13,18,20,"Whereas liver transplantation restores hepatic function in patients with cirrhosis , liver transplantation cures the FAP patient of their genetic defect ."
239221746,Antifungal therapy,cures,esophageal candidiasis,0,1,2,2,3,4,"Antifungal therapy cures esophageal candidiasis in most patients with acquired immunodeficiency syndrome , but the subsequent course of these patients is not established ."
240118814,Chemotherapy,cures,adult tumours,0,0,1,1,5,6,"Chemotherapy cures a minority of adult tumours ( e.g. Hodgkin 's and non-Hodgkin 's lymphoma , acute leukaemia , teratoma ) and the majority of childhood tumours ."
242067270,combination of rituximab,cures,most patients with diffuse large B-cell lymphoma,1,3,15,15,16,22,"While combination of rituximab , cyclophosphamide , doxorubicin , vincristine and prednisone ( R-CHOP ) cures most patients with diffuse large B-cell lymphoma ( DLBCL ) , those with high-risk international prognostic index disease have inferior survival ."
242067270,prednisone,cures,most patients with diffuse large B-cell lymphoma,11,11,15,15,16,22,"While combination of rituximab , cyclophosphamide , doxorubicin , vincristine and prednisone ( R-CHOP ) cures most patients with diffuse large B-cell lymphoma ( DLBCL ) , those with high-risk international prognostic index disease have inferior survival ."
242067270,R-CHOP,cures,most patients with diffuse large B-cell lymphoma,13,13,15,15,16,22,"While combination of rituximab , cyclophosphamide , doxorubicin , vincristine and prednisone ( R-CHOP ) cures most patients with diffuse large B-cell lymphoma ( DLBCL ) , those with high-risk international prognostic index disease have inferior survival ."
242067270,cyclophosphamide,cures,most patients with diffuse large B-cell lymphoma,5,5,15,15,16,22,"While combination of rituximab , cyclophosphamide , doxorubicin , vincristine and prednisone ( R-CHOP ) cures most patients with diffuse large B-cell lymphoma ( DLBCL ) , those with high-risk international prognostic index disease have inferior survival ."
242067270,doxorubicin,cures,most patients with diffuse large B-cell lymphoma,7,7,15,15,16,22,"While combination of rituximab , cyclophosphamide , doxorubicin , vincristine and prednisone ( R-CHOP ) cures most patients with diffuse large B-cell lymphoma ( DLBCL ) , those with high-risk international prognostic index disease have inferior survival ."
242067270,vincristine,cures,most patients with diffuse large B-cell lymphoma,9,9,15,15,16,22,"While combination of rituximab , cyclophosphamide , doxorubicin , vincristine and prednisone ( R-CHOP ) cures most patients with diffuse large B-cell lymphoma ( DLBCL ) , those with high-risk international prognostic index disease have inferior survival ."
243401469,R-CHOP-based immunochemotherapy,cures,significant proportions of patients with aggressive B-cell lymphoma,1,2,3,3,4,11,"Although R-CHOP-based immunochemotherapy cures significant proportions of patients with aggressive B-cell lymphoma , tumor cell susceptibility to chemotherapy varies , with mostly fatal outcome in cases of resistant disease ."
246927315,Convection enhanced delivery of cisplatin-loaded brain penetrating nanoparticles,cures,malignant glioma,0,7,8,8,9,10,Convection enhanced delivery of cisplatin-loaded brain penetrating nanoparticles cures malignant glioma in rats .
247974906,the only therapy,cures,the underlying liver disease,2,4,6,6,11,14,It is the only therapy that cures both portal hypertension and the underlying liver disease .
247974906,the only therapy,cures,portal hypertension,2,4,6,6,8,9,It is the only therapy that cures both portal hypertension and the underlying liver disease .
249535681,Penicillin,cures,septic cavernous sinus thrombosis,0,0,1,1,2,5,Penicillin cures septic cavernous sinus thrombosis .
250220768,a surgical procedure,cures,the anterior ( common ) type of atrioventricular ( AV ) junctional reentrant tachycardia,12,14,16,16,17,30,This study was undertaken to examine the electrophysiologic and anatomic effects of a surgical procedure that cures the anterior ( common ) type of atrioventricular ( AV ) junctional reentrant tachycardia .
250669055,FMT,cures,recurrent Clostridioides difficile infections,0,0,1,1,5,8,FMT cures 90 % of recurrent Clostridioides difficile infections .
251504432,Arsenic trioxide chemotherapy,cures,acute promyelocytic leukemia,0,2,3,3,4,6,Arsenic trioxide chemotherapy cures acute promyelocytic leukemia by inducing the ubiquitylation of an oncogenic fusion protein containing promyelocytic leukemia protein ( PML ) subsequent to modification of PML by SUMO1 and SUMO2 .
251574913,the only thing,cures,this genetic disease,8,10,13,13,14,16,Bone Marrow/Stem Cell Transplant ( HSCT ) is the only thing that ultimately cures this genetic disease .
252179315,Targeting,cures,experimental visceral leishmaniasis,0,0,4,4,5,7,Targeting of immunostimulatory DNA cures experimental visceral leishmaniasis through nitric oxide up-regulation and T cell activation .
252745475,Short-term treatment with anti-CD44v7 antibody,cures,established experimental colitis,0,4,16,16,17,19,Short-term treatment with anti-CD44v7 antibody blocks T cell extravasation and recruitment to the intestinal mucosa and cures established experimental colitis .
253400050,PITA,cures,healthy children,0,0,1,1,3,4,"PITA cures otherwise healthy children with obstructive sleep apnea of moderate severity , at least in the short-term , as documented by postoperative polysomnography ."
253927239,Inhibition of a Plasmodium vinckei cysteine proteinase,cures,murine malaria,0,6,7,7,8,9,Inhibition of a Plasmodium vinckei cysteine proteinase cures murine malaria .
254969352,Combination therapy,cures,experimental visceral leishmaniasis,0,1,6,6,7,9,Combination therapy with paromomycin-associated stearylamine-bearing liposomes cures experimental visceral leishmaniasis through Th1-biased immunomodulation .
255180010,The vector,cures,the endogenous chlamydial plasmid,0,1,13,13,14,17,"The vector , when introduced into C. trachomatis L2 under selection conditions , cures the endogenous chlamydial plasmid ."
255431472,a local treatment option,cures,gastric neoplasms,6,9,11,11,12,13,ESD has been widely used as a local treatment option that cures gastric neoplasms .
256107225,Allogeneic hematopoietic cell transplantation,cures,many patients,0,3,7,7,8,9,"Allogeneic hematopoietic cell transplantation ( HCT ) cures many patients , but often with the risk of late effects and impaired quality of life ."
256107225,HCT,cures,many patients,5,5,7,7,8,9,"Allogeneic hematopoietic cell transplantation ( HCT ) cures many patients , but often with the risk of late effects and impaired quality of life ."
256867641,The anticancer agent,cures,the advanced syngeneic LSA lymphoma of C57BL mice,0,2,8,8,9,16,"The anticancer agent 1,3 Bis(2-chloroethyl)-1-Nitrosourea ( BCNU ) cures the advanced syngeneic LSA lymphoma of C57BL mice with high efficiency ."
256867641,"1,3 Bis(2-chloroethyl)-1-Nitrosourea ( BCNU )",cures,the advanced syngeneic LSA lymphoma of C57BL mice,3,7,8,8,9,16,"The anticancer agent 1,3 Bis(2-chloroethyl)-1-Nitrosourea ( BCNU ) cures the advanced syngeneic LSA lymphoma of C57BL mice with high efficiency ."
256867824,Chemotherapy,cures,adult patients with acute lymphoblastic leukemia,0,0,1,1,6,11,Chemotherapy cures only a minority of adult patients with acute lymphoblastic leukemia ( ALL ) .
257057870,either drug,cures,the metaphyseal le lesions,12,13,29,29,30,33,"  In the patients with nutritional rickets , 0.5 mug/24 hr of either drug corrects the biochemical abnormalities , initiates healing of skeletal lesions in 28 days , and cures the metaphyseal le lesions in 60 days of therapy ."
257545718,the anthelmintic Praziquantel,cures,severe liver damage,7,9,22,22,23,25,"Current treatment strategies are mainly based on the anthelmintic Praziquantel , which is effective against adult worms but neither prevents re-infection nor cures severe liver damage ."
258772904,spiramycin,cures,experimental rat brucellosis,4,4,5,5,6,8,The results show that spiramycin cures experimental rat brucellosis and may be an effective alternative in the therapy of human brucellosis .
259598939,Combined dendritic cell- and CpG oligonucleotide-based immune therapy,cures,large murine tumors,0,7,8,8,9,11,Combined dendritic cell- and CpG oligonucleotide-based immune therapy cures large murine tumors that resist chemotherapy .
260253420,The first operation,cures,most salivary tumours,0,2,3,3,4,6,The first operation cures most salivary tumours and the patient usually has no residual disability .
260481402,antifungal chemotherapy,cures,nu/X mice,11,12,13,13,14,15,"This interaction is most evident at high challenge doses , where antifungal chemotherapy cures nu/X mice but only modestly prolongs survival in nude mice ."
261226103,Treatment,cures,intracranial hypertension,0,0,1,1,2,3,Treatment cures intracranial hypertension and stops visual defect .
262563427,Transformation of mutD,cures,its abnormally high mutation rate,36,38,58,58,61,65,"The decrease in the 3'-single strand exonuclease and turnover indicate a defect in the editing function of the mutD strain , which is at least in part responsible for the high spontaneous mutation rate in mutD. Transformation of mutD by a hybrid plasmid , pRD3 , constructed from an EcoRI restriction fragment of E. coli and pBR322 , cures mutD of its abnormally high mutation rate , and simultaneously restores its 3'-exonuclease activity ."
265851465,GUE,cures,rotaviral enteritis,0,0,1,1,2,3,GUE cures rotaviral enteritis by coordinating antiviral and anti-inflammatory effects .
266291204,radiosurgery,cures,further haemorrhage,1,1,12,12,15,16,"Although radiosurgery obliterates the majority of arteriovenous malformations ( AVMs ) and cures patients of further haemorrhage , the perceived beneficial effect on the epilepsy associated with it is less certain ."
266556873,KTP laser surgery,cures,allergic rhinitis,0,2,5,5,6,7,KTP laser surgery eases or cures allergic rhinitis not only by reducing the volume of the inferior turbinates but also by modulating T-cell functions .
266928078,Chloroquine,cures,the P. berghei infected animals,0,0,6,6,7,11,Chloroquine administered together with MAP-1987 definitely cures the P. berghei infected animals .
267213928,"Short-course , cost-effective treatment with amphotericin B-fat emulsion",cures,visceral leishmaniasis,0,7,8,8,9,10,"Short-course , cost-effective treatment with amphotericin B-fat emulsion cures visceral leishmaniasis ."
267500883,Cell sheet-based therapy,cures,damaged,0,2,3,3,5,5,Cell sheet-based therapy cures the damaged heart function of animal models and is clinically applied .
268918075,Restrictive mitral annuloplasty,cures,ischemic mitral regurgitation,0,2,3,3,4,6,Restrictive mitral annuloplasty cures ischemic mitral regurgitation and heart failure .
269031714,Immunotransplantation,cures,large lymphoma tumors,0,0,9,9,10,12,Immunotransplantation preferentially expands T-effector cells over T-regulatory cells and cures large lymphoma tumors .
271707047,Niacin,Cures,Systemic NAD,0,0,1,1,2,3,Niacin Cures Systemic NAD
272787043,Haploidentical stem cell transplantation,cures,autoimmune hepatitis,0,3,4,4,5,6,Haploidentical stem cell transplantation cures autoimmune hepatitis and cerebrovascular disease in a patient with sickle cell disease .
272787043,Haploidentical stem cell transplantation,cures,cerebrovascular disease,0,3,4,4,8,9,Haploidentical stem cell transplantation cures autoimmune hepatitis and cerebrovascular disease in a patient with sickle cell disease .
272795764,Treatment with imiquimod 5 % cream,cures,basal cell carcinoma,0,5,14,14,15,17,"Treatment with imiquimod 5 % cream , capable of inducing interferon (IFN)-alpha , effectively cures basal cell carcinoma ( BCC ) , both clinically and histologically ."
273566961,multidisciplinary collaboration,cures,any psychological fragility,9,10,26,26,27,29,"In this regard , there is a need for multidisciplinary collaboration with the psychologist and the psychiatrist on the team , which provides psychological support and cures any psychological fragility in the post-transplant condition ."
274644031,Successful myocardial revascularization,cures,episodic ischemic MR,0,2,11,11,12,14,Successful myocardial revascularization either by angioplasty or coronary artery bypass often cures episodic ischemic MR .
275081164,HPMA copolymer-bound doxorubicin,cures,three out of nine experimental mice,3,5,25,25,26,31,"We demonstrated that HPMA copolymer-bound doxorubicin targeted to the transferrin receptor with anti-mouse CD71 mAb strongly retards tumor growth , prolongs the survival and completely cures three out of nine experimental mice with established 38C13 tumors ."
275332944,Combined immunotherapy,cures,syngeneic disseminated neuroblastoma,0,1,7,7,8,10,Combined immunotherapy with anti-PDL-1/PD-1 and anti-CD4 antibodies cures syngeneic disseminated neuroblastoma .
275538638,Antituberculous chemotherapy,cures,tuberculous lymphadenitis,0,1,11,11,15,16,"Antituberculous chemotherapy alone , administered for 9 to 12 months , cures this form of tuberculous lymphadenitis ."
275906721,strict and definitive gluten-free diet,cures,villous atrophy,22,26,29,29,30,31,"Treatment is based on dapsone , which is quickly efficient on cutaneous manifestations , but not on the digestive involvement and on strict and definitive gluten-free diet , which cures villous atrophy and reduces the risk of lymphoma ."
277269143,colonoscopy,cures,most lesions smaller,4,4,5,5,6,8,Published reports indicate that colonoscopy cures most lesions smaller than 2.5 cm in diameter .
278170526,this plant,cures,many diseases,13,14,16,16,17,18,Prunus amygdalus is used in the folk medicine that proved the interest of this plant which cures many diseases .
278468703,the care,cures,the dependent person,21,22,23,23,24,26,"Three themes emerged : ' dependency discovers new meanings of life ' , ' active coping with dependency ' and ' the care cures the dependent person ' ."
280146204,unrelated donor BMT,cures,a significant proportion of patients with MDS,4,6,7,7,8,14,This study demonstrates that unrelated donor BMT cures a significant proportion of patients with MDS .
280336772,The memory,cures,a significant number of mice,0,1,13,13,14,18,"The memory elicited in tumor-bearing mice by the 5-FC-dependent regression of TSA-CD tumors cures a significant number of mice with 4-day-old TSA-pc metastases , but does not impair the growth of 4-day-old solid s.c . tumors ."
281559103,Carboplatin,cures,visceral leishmaniasis,0,0,1,1,4,5,"Carboplatin cures mice of visceral leishmaniasis without causing any serious side effects , and the drug was found be more effective at a dose of 10   mg/kg body weight as compared to 5   mg/kg body weight ."
282090642,noninvasive whole-body illumination,cures,acute thrombocytopenia,4,6,12,12,13,14,"We report here that noninvasive whole-body illumination with a special near-infrared laser cures acute thrombocytopenia triggered by γ-irradiation within 2 weeks in mice , as opposed to a 5-week recovery time required in controls ."
283151685,The eradication of H. pylori infection,cures,gastric and duodenal ulcer,0,5,6,6,8,11,"The eradication of H. pylori infection cures both gastric and duodenal ulcer , and the cure rates are similar ."
284760201,Chemotherapy,cures,certain cancers,0,0,1,1,2,3,"Chemotherapy cures certain cancers and , at least , increases the life expectancy of cancer patients ."
284928430,Intracellular expression of P,cures,resident ColE1 plasmids,0,3,10,10,11,13,Intracellular expression of P triggers SOS-independent cellular filamentation and rapidly cures resident ColE1 plasmids .
285664712,Primary radiotherapy,cures,such patients,0,1,7,7,13,14,"Primary radiotherapy for T3 glottic lesions currently cures more than 50 % of such patients with surgical salvage , bringing the total cure rate to 75 % ."
290114877,healing of the inflammation,cures,peptic ulcer disease,6,9,13,13,14,16,It is now well established that healing of the inflammation through microbial eradication cures peptic ulcer disease .
290302335,Sildenafil,cures,"dysfunctional , menopausal patients",0,0,1,1,7,10,"Sildenafil cures approximately 25 % of sexually dysfunctional , menopausal patients ; being more effective with hormone replacement therapy ( HRT ) and consistently active against the block of antidepressants on orgasm ."
292717690,PLTx,cures,the metabolic defect in PH,0,0,1,1,2,6,"PLTx cures the metabolic defect in PH 1 and can help to prevent , or at least delay , the progression to ESRD and systemic oxalosis ."
294141783,Surgical removal of the prostate,cures,the primary disease,0,4,6,6,7,9,Surgical removal of the prostate effectively cures the primary disease but the metastatic disease is refractory to most forms of chemotherapy .
294973558,Orchidectomy,cures,nonseminomatous and combined seminoma plus nonseminomatous germ-cell tumours of the testis,0,0,2,2,12,22,Orchidectomy alone cures 80 % of pure seminomas and 70%-75 % of nonseminomatous and combined seminoma plus nonseminomatous germ-cell tumours of the testis ( NSGCTT ) .
294973558,Orchidectomy,cures,pure seminomas,0,0,2,2,6,7,Orchidectomy alone cures 80 % of pure seminomas and 70%-75 % of nonseminomatous and combined seminoma plus nonseminomatous germ-cell tumours of the testis ( NSGCTT ) .
297050809,Implantation of adipose-derived stem cells,cures,the optic nerve injury on rats,0,4,5,5,6,11,Implantation of adipose-derived stem cells cures the optic nerve injury on rats through inhibiting the expression of inflammation factors in the TLR4 signaling pathway .
297929778,A combination of artesunate with mefloquine,cures,acute infections,0,5,7,7,13,14,A combination of artesunate with mefloquine now cures more than 95 % of acute infections .
298627040,Sofosbuvir-based direct-acting antiviral ( DAA ) therapy,cures,chronic hepatitis C ( CHC ) infections,0,6,8,8,9,15,"Sofosbuvir-based direct-acting antiviral ( DAA ) therapy generally cures chronic hepatitis C ( CHC ) infections , however , the effects on the underlying liver disease and the potential rate of recovery are unclear ."
298816644,dynamical signature change,cures,observed,13,15,17,17,19,19,New and nontrivial properties of off-shell instantons in loop quantum cosmology show that dynamical signature change naturally cures recently observed problems in the semiclassical path integral of quantum gravity .
299913895,A combination of two human monoclonal antibodies,cures,symptomatic rabies,0,6,7,7,8,9,A combination of two human monoclonal antibodies cures symptomatic rabies .
299913901,a combination of two potent neutralizing human monoclonal antibodies,cures,symptomatic rabid mice,5,13,20,20,21,23,"Here , we report that a combination of two potent neutralizing human monoclonal antibodies directed against the viral envelope glycoprotein cures symptomatic rabid mice ."
300192038,Combination therapy,cures,established visceral leishmaniasis,0,1,9,9,10,12,Combination therapy with indolylquinoline derivative and sodium antimony gluconate cures established visceral leishmaniasis in hamsters .
300803933,inactivation of Hsp104,cures,the same mechanism- inhibition of the severing of the prion seeds,7,9,27,27,33,43,"There has been controversy as to whether inactivation of Hsp104 by guanidine treatment or by overexpression of the dominant negative Hsp104 mutant , Hsp104 - 2KT , cures [ PSI(+ ) ] by the same mechanism- inhibition of the severing of the prion seeds ."
301437734,The ensuing systemic immunity,cures,established parental adenocarcinomas,0,3,11,11,12,14,"The ensuing systemic immunity selectively inhibits subsequent parental cell challenges and cures established parental adenocarcinomas and their lung metastases , although less effectively as the neoplastic mass increases ."
302206047,treatment with recombinant sIL-4R,cures,progressive murine leishmaniasis dependent,13,16,17,17,18,21,"These findings are significant given that IL-4 induces sIL-4R in mice , and treatment with recombinant sIL-4R cures progressive murine leishmaniasis dependent on IL-4 bioactivity ."
303037822,Standard radiotherapy,cures,a high percentage of early tumors,0,1,2,2,3,8,Standard radiotherapy cures a high percentage of early tumors -- more than 80 % of the early laryngeal tumors -- but fewer of the advanced tumors .
304356164,treatment,cures,betalactamase-producing strains,8,8,10,10,11,12,"Thus , all patients might as well receive treatment that cures betalactamase-producing strains ."
306245610,The Btn2/Cur1 system,cures,most variants of the [ URE3 ] prion,0,2,4,4,5,12,The Btn2/Cur1 system normally cures most variants of the [ URE3 ] prion that arise .
306572984,Ceftriaxone,cures,manifest syphilis,0,0,3,3,4,5,Ceftriaxone given repeatedly cures manifest syphilis in the rabbit .
306580091,an antioxidant in nanoparticle administration cures,cures,lung metastatic melanoma,14,19,19,19,20,22,"As far as we know , this is the first time to demonstrate that an antioxidant in nanoparticle administration cures lung metastatic melanoma ."
307427829,Renal transplantation,cures,few ED cases,0,1,2,2,3,5,Renal transplantation cures few ED cases .
311595489,a control programme,cures,new cases,1,3,5,5,9,10,"Despite a control programme that cures 86 % of new cases , most tuberculosis in this mining community is due to ongoing transmission ."
312805766,Endoaneurysmorrhaphy,cures,recurrent ventricular tachycardia,0,0,11,11,12,14,Endoaneurysmorrhaphy with a pericardial patch combined with mapping-guided subendocardial resection frequently cures recurrent ventricular tachycardia with low operative mortality and improvement of ventricular function .
313021658,Radiation therapy,cures,malignant brain tumors,0,1,3,3,4,6,"Radiation therapy rarely cures malignant brain tumors ; however , it is the best treatment available at present ."
313777343,An early treatment with biotin,cures,the clinical signs of the disease,0,4,5,5,8,13,An early treatment with biotin cures or prevents the clinical signs of the disease in most cases .
315282299,Surgical treatment,cures,vascular occlusion,0,1,10,10,14,15,Surgical treatment has a fairly high mortality rate but quickly cures any type of vascular occlusion and will cure any concomitant problems such as arterial stenosis .
315772201,Allogeneic HSCT,cures,a significant proportion of Ph+ ALL patients,0,1,2,2,3,9,Allogeneic HSCT cures a significant proportion of Ph+ ALL patients .
316067028,arsenic trioxide,cures,many patients,8,9,22,22,23,24,"In contrast , as a single agent , arsenic trioxide neither directly activates transcription nor triggers terminal differentiation ex vivo , but cures many patients ."
316913530,a spice,cures,various diseases,9,10,12,12,13,14,"Myristica fragrans , also known as nutmeg , is a spice that cures various diseases ."
317575706,The CryoMaze operation,cures,atrial fibrillation,0,2,4,4,5,6,"The CryoMaze operation reliably cures atrial fibrillation at medium term follow-up , with rates identical to those reported for the classic Cox-Maze III operation ."
317946480,This antibiotic,cures,"the second "" Great Imitator",0,1,8,8,10,14,"This antibiotic that inhibits bacterial cell wall synthesis cures neither the second "" Great Imitator "" ( Lyme borreliosis ) nor the first : syphilis ."
318904588,Wide resection of the tumor mass,cures,nonmetastatic urachal cancers,0,5,17,17,21,23,Wide resection of the tumor mass and entire urachus resulting in negative soft tissue and bladder margins cures the majority of nonmetastatic urachal cancers .
319846225,H.pylori,cures,chronic gastritis,1,1,2,2,3,4,Furthermore H.pylori cures chronic gastritis except in severe cases of atrophic gastritis and may prevent severe complications attributable to the infection .
319917105,CpG oligonucleotide therapy,cures,subcutaneous and orthotopic tumors,0,2,3,3,4,7,CpG oligonucleotide therapy cures subcutaneous and orthotopic tumors and evokes protective immunity in murine bladder cancer .
319917119,CpG ODN therapy,cures,established subcutaneous and orthotopic bladder cancer,4,6,7,7,8,13,Our results show that CpG ODN therapy cures established subcutaneous and orthotopic bladder cancer via a T(H)1-mediated response and provides long-lasting protective immunity .
320515634,Parathyroidectomy,cures,the vast majority of patients with primary hyperparathyroidism,0,0,1,1,2,9,Parathyroidectomy cures the vast majority of patients with primary hyperparathyroidism ( HPT ) .
321127558,Percutaneous rhizotomy,cures,untreatable trigeminal neuralgia,0,1,11,11,13,15,"Percutaneous rhizotomy , microvascular decompression or rhizotomy by suboccipital craniotomy often cures medically untreatable trigeminal neuralgia with an acceptable complication rate ."
321127558,microvascular decompression,cures,untreatable trigeminal neuralgia,3,4,11,11,13,15,"Percutaneous rhizotomy , microvascular decompression or rhizotomy by suboccipital craniotomy often cures medically untreatable trigeminal neuralgia with an acceptable complication rate ."
321127558,rhizotomy,cures,untreatable trigeminal neuralgia,6,6,11,11,13,15,"Percutaneous rhizotomy , microvascular decompression or rhizotomy by suboccipital craniotomy often cures medically untreatable trigeminal neuralgia with an acceptable complication rate ."
321470556,Sequential immunogene therapy,cures,metastatic disease in syngeneic mice,0,2,9,9,10,14,Sequential immunogene therapy with interleukin-12- and interleukin-15-engineered neuroblastoma cells cures metastatic disease in syngeneic mice .
323610431,Second-line chemotherapy,cures,less than half of the patients with relapsed or refractory diffuse large B-cell lymphoma,0,1,17,17,18,31,Second-line chemotherapy followed by high-dose therapy ( HDT ) with autologous stem cell transplantation ( ASCT ) cures less than half of the patients with relapsed or refractory diffuse large B-cell lymphoma ( DLBCL ) .
323616808,Helicobacter pylori eradication,cures,most peptic ulcers,0,2,3,3,4,6,"Helicobacter pylori eradication cures most peptic ulcers and non-atrophic chronic gastritis , and may potentially prevent over 70 % of gastric cancers ."
323616808,Helicobacter pylori eradication,cures,non-atrophic chronic gastritis,0,2,3,3,8,10,"Helicobacter pylori eradication cures most peptic ulcers and non-atrophic chronic gastritis , and may potentially prevent over 70 % of gastric cancers ."
323814519,Cisplatin based chemotherapy,cures,metastatic testicular germ cell tumours,0,2,3,3,8,12,Cisplatin based chemotherapy cures over 80 % of metastatic testicular germ cell tumours ( TGCT ) .
325319012,surgical resection,cures,early stage liver cancer,1,2,7,7,8,11,"Although surgical resection or liver transplantation sometimes cures early stage liver cancer , few therapeutic options are available for advanced-stage liver cancer , highlighting the importance of a better understanding of the disease to find novel therapeutic targets ."
325703079,Antibody inhibition of a viral type 1 interferon decoy receptor,cures,a viral disease,0,9,10,10,11,13,Antibody inhibition of a viral type 1 interferon decoy receptor cures a viral disease by restoring interferon signaling in the liver .
327838350,Pediatric orthotopic living-donor liver transplantation,cures,pulmonary hypertension,0,4,5,5,6,7,Pediatric orthotopic living-donor liver transplantation cures pulmonary hypertension caused by Abernethy malformation type Ib .
329708401,Combination chemotherapy,cures,most patients,0,1,4,4,5,6,"Combination chemotherapy with rituximab cures most patients , but those with recurrent disease have a poor prognosis ."
329787329,the relaxing agent,cures,the membrane de-structuring action,3,5,7,7,9,12,"This means that the relaxing agent "" cures "" the membrane de-structuring action promoted by halothane ."
330244799,Botox ( ® ) injection of the anal sphincter muscle,cures,chronic uncomplicated anal fissures,0,9,10,10,11,14,Botox ( ® ) injection of the anal sphincter muscle cures chronic uncomplicated anal fissures in up to 80 % of patients .
330352138,steroidal sapogenin,cures,various health issues,2,3,5,5,6,8,Diosgenin is steroidal sapogenin that cures various health issues including cancers .
330792162,The compound,cures,rodent models of peripheral HAT infection,0,1,7,7,8,13,The compound has good oral pharmacokinetics and cures rodent models of peripheral HAT infection .
333468012,orthotopic liver transplantation,cures,the underlying metabolic defect,14,16,17,17,18,21,"The long-term follow-up of our liver-transplanted Wilson 's disease patients provides confirmatory evidence that orthotopic liver transplantation cures the underlying metabolic defect with complete normalization of biochemical abnormalities of copper metabolism , reversal of neurological impairments and the disappearance of Kayser-Fleischer corneal rings ."
