sentence_id,medical,are,treated,treatment,medical_first_index,medical_last_index,are_first_index,are_last_index,treated_first_index,treated_last_index,treatment_first_index,treatment_last_index,sentence_text
169497457,epidermal growth factor receptor ( EGFR ) gene mutations,are,treated,EGFR tyrosine kinase inhibitors,23,31,33,33,34,34,36,39,"First , individualizing second-line chemotherapy could optimize its effect ; the discovery of dramatic responses and significant improvement in survival in patients with epidermal growth factor receptor ( EGFR ) gene mutations who are treated with EGFR tyrosine kinase inhibitors may lead to the application of other novel therapeutic approaches ."
169655605,degenerative disc disease,are,treated,a single-level lumbar decompression,15,17,19,19,20,20,22,25,"This study demonstrates a substantial benefit for patients sixty-five years of age or older with degenerative disc disease who are treated with a single-level lumbar decompression and instrumented arthrodesis , and we conclude that lumbar arthrodesis is a viable and reasonable treatment option for appropriately selected patients sixty-five years of age or older ."
169655605,degenerative disc disease,are,treated,instrumented arthrodesis,15,17,19,19,20,20,27,28,"This study demonstrates a substantial benefit for patients sixty-five years of age or older with degenerative disc disease who are treated with a single-level lumbar decompression and instrumented arthrodesis , and we conclude that lumbar arthrodesis is a viable and reasonable treatment option for appropriately selected patients sixty-five years of age or older ."
169758040,systemic autoimmune diseases,are,treated,corticosteroid,16,18,20,20,21,21,23,23,This study suggested that PCT is useful in the diagnosis of bacterial infection in patients with systemic autoimmune diseases who are treated with corticosteroid and immunosuppressive drug .
169758040,systemic autoimmune diseases,are,treated,immunosuppressive drug,16,18,20,20,21,21,25,26,This study suggested that PCT is useful in the diagnosis of bacterial infection in patients with systemic autoimmune diseases who are treated with corticosteroid and immunosuppressive drug .
169801913,pancreatic adenocarcinoma,are,treated,neoadjuvant chemoradiation,2,3,7,7,9,9,11,12,Patients with pancreatic adenocarcinoma ( PAC ) are often treated with neoadjuvant chemoradiation ( NACRT ) in hopes of downstaging their disease for potential surgical resection .
169901307,limited disease,are,treated,radical cystectomy,17,18,26,26,28,28,30,31,Further studies must be performed to determine whether these results can be extrapolated to patients with more limited disease ( stages p2 and p3a ) who are currently treated with radical cystectomy or definitive irradiation .
169901307,limited disease,are,treated,definitive irradiation,17,18,26,26,28,28,33,34,Further studies must be performed to determine whether these results can be extrapolated to patients with more limited disease ( stages p2 and p3a ) who are currently treated with radical cystectomy or definitive irradiation .
170282565,infantile spasms,are,treated,ACTH,2,3,7,7,9,9,11,11,Children with infantile spasms ( IS ) are generally treated with ACTH although little is known of the biochemical basis of the symptoms and the mechanism of this therapy .
170350005,progressive renal failure in Albania,are,treated,antihypertensives,2,6,7,7,11,11,13,13,Patients with progressive renal failure in Albania are regularly followed and treated with antihypertensives and dietary modification .
170350005,progressive renal failure in Albania,are,treated,dietary modification,2,6,7,7,11,11,15,16,Patients with progressive renal failure in Albania are regularly followed and treated with antihypertensives and dietary modification .
170486327,sickle cell anemia,are,treated,hydroxyurea,2,4,8,8,10,10,12,12,Adults with sickle cell anemia ( HbSS ) are inconsistently treated with hydroxyurea .
170812669,acute thallium poisoning,are,treated,Prussian blue and blood purification therapy,4,6,7,7,9,9,11,16,"Currently , patients with acute thallium poisoning are usually treated with Prussian blue and blood purification therapy ."
170907469,recurrent/metastatic disease,are,treated,platinum,13,14,16,16,17,17,19,19,"In addition , recent data have shown a survival benefit for patients with recurrent/metastatic disease who are treated with platinum , fluorouracil , and cetuximab ."
170907469,recurrent/metastatic disease,are,treated,fluorouracil,13,14,16,16,17,17,21,21,"In addition , recent data have shown a survival benefit for patients with recurrent/metastatic disease who are treated with platinum , fluorouracil , and cetuximab ."
170907469,recurrent/metastatic disease,are,treated,cetuximab,13,14,16,16,17,17,24,24,"In addition , recent data have shown a survival benefit for patients with recurrent/metastatic disease who are treated with platinum , fluorouracil , and cetuximab ."
170908702,classic congenital adrenal hyperplasia,are,treated,life-long glucocorticoid ( GC ) replacement therapy,2,5,9,9,10,10,13,19,Patients with classic congenital adrenal hyperplasia ( CAH ) are treated postnatally with life-long glucocorticoid ( GC ) replacement therapy .
171098414,distant metastases,are,treated,palliative interventions,5,6,7,7,8,8,10,11,Nonresectable tumors or tumors with distant metastases are treated with palliative interventions .
171171143,acute bronchitis,are,treated,antibiotics,6,7,8,8,9,9,11,11,"The vast majority of seniors with acute bronchitis are treated with antibiotics , regardless of patient characteristics or the type of evaluation received ."
171269948,inflammatory autoimmune diseases,are,treated,synthetic glucocorticoids,2,4,5,5,7,7,9,10,Patients with inflammatory autoimmune diseases are routinely treated with synthetic glucocorticoids to suppress immunopathology .
171342798,distant failure,are,treated,androgen deprivation,2,3,4,4,6,6,8,9,"Patients with distant failure are often treated with androgen deprivation , or in those with a shorter life expectancy , conservative management ."
171353164,biliary atresia,are,treated,corrective surgery,15,16,18,18,19,19,21,22,"In conclusion , in the long term , less than 18 % of infants with biliary atresia who are treated with corrective surgery may avoid liver transplantation , but even these patients require assiduous lifelong care ."
171479864,no vascular thrombosis,are,treated,a prophylactic dose of heparin,8,10,11,11,13,13,15,19,"Patients with a history of pregnancy morbidity but no vascular thrombosis are usually treated with a prophylactic dose of heparin plus low-dose aspirin ; whereas , those with previous vascular thrombosis alone or associated with previous pregnancy morbidity , are commonly treated with a therapeutic dose of heparin generally combined with low-dose aspirin ."
171479864,previous vascular thrombosis,are,treated,a therapeutic dose of heparin,28,30,39,39,41,41,43,47,"Patients with a history of pregnancy morbidity but no vascular thrombosis are usually treated with a prophylactic dose of heparin plus low-dose aspirin ; whereas , those with previous vascular thrombosis alone or associated with previous pregnancy morbidity , are commonly treated with a therapeutic dose of heparin generally combined with low-dose aspirin ."
171532421,ST-elevation myocardial infarction,are,treated,fibrinolytic therapy,12,14,19,19,20,20,23,24,Hyperglycemia on admission is associated with increased mortality rates in patients with ST-elevation myocardial infarction ( STEMI ) who are treated with either fibrinolytic therapy ( FT ) or primary percutaneous coronary intervention ( PCI ) .
171532421,ST-elevation myocardial infarction,are,treated,primary percutaneous coronary intervention,12,14,19,19,20,20,29,32,Hyperglycemia on admission is associated with increased mortality rates in patients with ST-elevation myocardial infarction ( STEMI ) who are treated with either fibrinolytic therapy ( FT ) or primary percutaneous coronary intervention ( PCI ) .
171636886,lower-risk disease,are,treated,immunomodulatory agents,2,3,4,4,5,5,17,18,Patients with lower-risk disease are treated with growth factors ( erythropoietin stimulating agents and/or G-CSF ) and immunomodulatory agents ( antithymocyte globulin and/or lenalidomide ) .
171636886,lower-risk disease,are,treated,growth factors,2,3,4,4,5,5,7,8,Patients with lower-risk disease are treated with growth factors ( erythropoietin stimulating agents and/or G-CSF ) and immunomodulatory agents ( antithymocyte globulin and/or lenalidomide ) .
171636887,higher-risk disease,are,treated,hypomethylating agents,2,3,13,13,14,14,16,17,Patients with higher-risk disease have a higher risk of progression to AML and are treated with hypomethylating agents ( azacitidine or decitabine ) and allogeneic stem cell transplantation if appropriate .
171636887,higher-risk disease,are,treated,allogeneic stem cell transplantation,2,3,13,13,14,14,24,27,Patients with higher-risk disease have a higher risk of progression to AML and are treated with hypomethylating agents ( azacitidine or decitabine ) and allogeneic stem cell transplantation if appropriate .
172295472,chronic myeloid leukemia,are,treated,imatinib,10,12,14,14,15,15,17,17,"Chronic , low-grade adverse events are common in patients with chronic myeloid leukemia who are treated with imatinib ."
172439245,high-risk stage I endometrial adenocarcinoma,are,treated,extended surgical staging,7,11,12,12,13,13,16,18,Several studies have indicated that women with high-risk stage I endometrial adenocarcinoma are treated adequately with extended surgical staging and vaginal cuff radiation .
172580373,advanced breast cancer,are,treated,docetaxel,19,21,23,23,24,24,26,26,There is also an early indication that it may be possible to dramatically cytoreduce disease in patients with locally advanced breast cancer who are treated with docetaxel plus cisplatin .
172580373,advanced breast cancer,are,treated,cisplatin,19,21,23,23,24,24,28,28,There is also an early indication that it may be possible to dramatically cytoreduce disease in patients with locally advanced breast cancer who are treated with docetaxel plus cisplatin .
172982668,early breast cancer,are,treated,breast-conserving surgery,16,18,20,20,21,21,23,24,To evaluate the significance of final microscopic resection margin status on treatment outcomes in women with early breast cancer who are treated with breast-conserving surgery and definitive breast irradiation .
172982668,early breast cancer,are,treated,definitive breast irradiation,16,18,20,20,21,21,26,28,To evaluate the significance of final microscopic resection margin status on treatment outcomes in women with early breast cancer who are treated with breast-conserving surgery and definitive breast irradiation .
173223211,resected oral cavity squamous cell carcinoma,are,treated,adjuvant radiation,2,7,11,11,13,13,15,16,Patients with resected oral cavity squamous cell carcinoma ( OCSCC ) are often treated with adjuvant radiation ( RT )   ±   concomitant chemotherapy based on pathological findings .
173234652,acute localised otitis externa,are,treated,local heat,2,5,9,9,10,10,12,13,"Patients with acute localised otitis externa ( furunculosis ) are treated with local heat and systemic antibiotics in the inflammatory stage , and drainage in the abscess state ."
173234652,acute localised otitis externa,are,treated,systemic antibiotics,2,5,9,9,10,10,15,16,"Patients with acute localised otitis externa ( furunculosis ) are treated with local heat and systemic antibiotics in the inflammatory stage , and drainage in the abscess state ."
173234652,acute localised otitis externa,are,treated,drainage,2,5,9,9,10,10,23,23,"Patients with acute localised otitis externa ( furunculosis ) are treated with local heat and systemic antibiotics in the inflammatory stage , and drainage in the abscess state ."
173234654,necrotising ( malignant ) external otitis,are,treated,systemic antibiotics,2,7,20,20,21,21,23,24,"Patients with necrotising ( malignant ) external otitis , which is mainly caused by P. aeruginosa and S. aureus , are treated with systemic antibiotics and , rarely , by surgical debridement ."
173346696,multiple myeloma,are,treated,corticosteroids,5,6,10,10,11,11,13,13,"The majority of patients with multiple myeloma ( MM ) are treated with corticosteroids ; as many as three fourths of those taking corticosteroids develop neuropsychiatric complications , likely increasing morbidity and cost of care ."
173367056,higher FEV1,are,treated,intravenous ( IV ) antibiotics,5,6,7,7,10,10,12,16,"In CF , people with higher FEV1 are less aggressively treated with intravenous ( IV ) antibiotics , with resultant negative impact on their health outcomes ."
173367056,higher FEV1,are,treated,resultant negative impact on their health outcomes,5,6,7,7,10,10,19,25,"In CF , people with higher FEV1 are less aggressively treated with intravenous ( IV ) antibiotics , with resultant negative impact on their health outcomes ."
173467665,relapsing-remitting multiple sclerosis,are,treated,moderate efficacy disease-modifying therapies,3,5,9,9,11,11,13,16,"Most patients with relapsing-remitting multiple sclerosis ( RRMS ) are initially treated with moderate efficacy disease-modifying therapies ( meDMTs ) , and only a smaller group of highly active patients are initiated on a high efficacy disease-modifying therapy ( heDMT ) ."
173468796,borderline personality disorders,are,treated,psychotropic medication,3,5,6,6,7,7,9,10,Most patients with borderline personality disorders are treated with psychotropic medication .
173811161,hypertensive urgencies,are,treated,an intravenous antihypertensive drug,10,11,14,14,15,15,17,20,"Therefore , we recommend this therapeutic approach for patients with hypertensive urgencies , who are treated with an intravenous antihypertensive drug ."
173819110,differentiated,are,treated,radioiodine,3,3,6,6,7,7,9,9,Most patients with differentiated thyroid cancer are treated with radioiodine ( 131-I ) after thyroidectomy .
174419273,paroxysmal AF,are,treated,a quite uniform ablative approach,2,3,4,4,8,8,10,14,Patients with paroxysmal AF are the most frequently treated with a quite uniform ablative approach across Europe .
174422440,low back pain,are,treated,nonsteroidal anti-inflammatory drugs,2,4,8,8,10,10,12,14,Patients with low back pain ( LBP ) are often treated with nonsteroidal anti-inflammatory drugs ( NSAIDs ) .
174530051,inadequate gas exchange,are,treated,extracorporeal membrane oxygenation,21,23,24,24,25,25,27,29,"Despite improvements in the management of persistent pulmonary hypertension of the newborn ( PPHN ) , a number of infants with inadequate gas exchange are treated with extracorporeal membrane oxygenation ( ECMO ) ."
174698949,renal-artery stenosis,are,treated,percutaneous transluminal renal angioplasty,4,5,6,6,8,8,10,13,Patients with hypertension and renal-artery stenosis are often treated with percutaneous transluminal renal angioplasty .
174764422,systemic lupus erythematosus,are,treated,nonsteroidal anti-inflammatory drugs,7,9,13,13,14,14,16,18,"Up to 80 % of patients with systemic lupus erythematosus ( SLE ) are treated with nonsteroidal anti-inflammatory drugs ( NSAID ) for musculoskeletal symptoms , serositis and headache ."
174792069,acute Medication Overuse,are,treated,OnabotA.,8,10,19,19,20,20,22,22,"In real clinical setting , CM patients with acute Medication Overuse ( MO ) or concurrently receiving oral preventatives are treated with OnabotA."
174831773,metastatic breast cancer,are,treated,the doxorubicin + cyclophosphamide combination,13,15,20,20,22,22,24,28,"( 1 ) In the absence of a reference treatment , patients with metastatic breast cancer qualifying for cytotoxic chemotherapy are generally treated with the doxorubicin + cyclophosphamide combination ."
175285622,decompensated heart failure,are,treated,inhaled beta-2 agonist therapy,17,19,21,21,22,22,24,27,"Based on these findings , further study should focus on the clinical outcomes of patients with acutely decompensated heart failure who are treated with inhaled beta-2 agonist therapy ."
175407036,stage III ovarian cancer,are,treated,interval CRS,15,18,20,20,21,21,23,24,The addition of HIPEC to interval CRS does not negatively impact HRQoL in patients with stage III ovarian cancer who are treated with interval CRS due to the extent of disease .
175886949,high-risk aggressive lymphoma,are,treated,frontline intensive chemotherapy,30,32,34,34,35,35,37,39,The goal of the current study was to evaluate the impact of presentation with an age-adjusted International Prognostic Index ( aaIPI ) score of 2 or 3 on patients with high-risk aggressive lymphoma who are treated with frontline intensive chemotherapy and autografting .
175886949,high-risk aggressive lymphoma,are,treated,autografting,30,32,34,34,35,35,41,41,The goal of the current study was to evaluate the impact of presentation with an age-adjusted International Prognostic Index ( aaIPI ) score of 2 or 3 on patients with high-risk aggressive lymphoma who are treated with frontline intensive chemotherapy and autografting .
175886965,aggressive lymphoma,are,treated,frontline intensive chemotherapy,10,11,13,13,14,14,16,18,Age-adjusted International Prognostic Index score is applicable to patients with aggressive lymphoma who are treated with frontline intensive chemotherapy and autografting .
175886965,aggressive lymphoma,are,treated,autografting,10,11,13,13,14,14,20,20,Age-adjusted International Prognostic Index score is applicable to patients with aggressive lymphoma who are treated with frontline intensive chemotherapy and autografting .
176051454,bacterial cystitis,are,treated,short-duration potentiated sulfonamides,4,5,6,6,7,7,9,11,"However , women with bacterial cystitis are treated with short-duration potentiated sulfonamides because longer courses of beta-lactams result in lower cure and higher recurrence rates ."
176545082,severe hearing impairment,are,treated,a cochlear implant,2,4,7,7,11,11,13,15,"Children with severe hearing impairment or deafness are preferably recognised and treated with a cochlear implant ( CI ) before the age of one year , as early stimulation of the auditory sense is essential for the development of spoken language ."
176650845,post-hemorrhagic hydrocephalus,are,treated,temporizing measures,3,4,8,8,10,10,12,13,Preterm infants with post-hemorrhagic hydrocephalus ( PHH ) are often treated with temporizing measures such as ventricular access devices ( VADs ) in order to drain cerebrospinal fluid ( CSF ) prior to permanent diversion with ventriculoperitoneal shunt ( VPS ) placement .
176762197,nasal polyps,is,treated,corticosteroids,3,4,8,8,10,10,12,12,"Chronic rhinosinusitis with nasal polyps ( CRSwNP ) is usually treated with corticosteroids , given their anti-inflammatory effects ."
176890165,laryngeal pathology,are,treated,CO2 laser surgery,2,3,4,4,6,6,8,10,"Patients with laryngeal pathology are often treated with CO2 laser surgery , usually in the operating room under general anesthesia ."
176971686,multiple metastases,are,treated,surgical resection,20,21,23,23,24,24,26,27,"Chemotherapy is not effective for metastatic hepatocellular carcinoma(HCC ) ; however , prolonged survival can be expected for patients with multiple metastases who are treated with surgical resection in addition to chemotherapy ."
176990907,metastatic testicular cancer,are,treated,"BEP ( BLM , etoposide , CDDP ) therapy",2,4,5,5,6,6,8,16,"Patients with metastatic testicular cancer are treated with BEP ( BLM , etoposide , CDDP ) therapy , which is recognized as the standard first line chemotherapy regimen ."
177375617,intractable epilepsy,are,treated,the ketogenic diet,7,8,9,9,11,11,13,15,Medical costs are reduced when children with intractable epilepsy are successfully treated with the ketogenic diet .
177395209,a diameter greater,are,treated,Mohs micrographic surgery,9,11,22,22,24,24,26,28,Lesions on the head and neck or those with a diameter greater than 1   cm may require even wider margins and are best treated with Mohs micrographic surgery .
178019510,diffuse or ulcerated HGD,are,treated,esophagectomy,2,5,6,6,9,9,11,11,Patients with diffuse or ulcerated HGD are more effectively treated with esophagectomy .
178245845,Duchenne muscular dystrophy,are,treated,prednisone,17,19,21,21,22,22,24,24,The timing and the degree of benefit in strength were similar to that seen in boys with Duchenne muscular dystrophy who are treated with prednisone .
178676929,renal insufficiency,are,treated,oral cyclophosphamide,9,10,11,11,12,12,14,15,Renal survival is good if patients with iMN and renal insufficiency are treated with oral cyclophosphamide .
178964559,early-stage breast carcinoma,are,treated,hormonal therapy,17,19,21,21,22,22,24,25,The presence of high-frequency RER+ may predict for the development of distant metastatic disease in patients with early-stage breast carcinoma who are treated with hormonal therapy .
179059062,severe blunt chest trauma,is,treated,supportive measures,5,8,9,9,11,11,13,14,The majority of patients with severe blunt chest trauma is successfully treated with supportive measures and thoracostomy tube ; only few cases need urgent thoracotomy .
179059062,severe blunt chest trauma,is,treated,thoracostomy tube,5,8,9,9,11,11,16,17,The majority of patients with severe blunt chest trauma is successfully treated with supportive measures and thoracostomy tube ; only few cases need urgent thoracotomy .
179060864,multiple myeloma,are,treated,immunomodulatory agents,2,3,4,4,5,5,7,8,"People with multiple myeloma are treated with immunomodulatory agents including lenalidomide , pomalidomide , and thalidomide ."
179246926,active disease,are,treated,the goal of a long-lasting remission,8,9,10,10,12,12,14,19,"By using these combinations , younger patients with active disease are now treated with the goal of a long-lasting remission ."
179412079,squamous cell carcinoma of the oropharynx,are,treated,( chemo ) radiation,2,7,8,8,10,10,12,15,Patients with squamous cell carcinoma of the oropharynx are generally treated with ( chemo ) radiation .
179566639,high-volume primary cancers,are,treated,surgery,2,4,20,20,23,23,25,25,"Patients with high-volume primary cancers , in which the probability of local control with a functional larynx is low , are likely better treated with surgery ."
179755241,obsessive-compulsive disorders,are,treated,a combination of medication,2,3,7,7,9,9,11,14,People with obsessive-compulsive disorders ( OCD ) are widely treated with a combination of medication and behavioural techniques .
179793407,biochemical recurrence ( BCR ) of prostate cancer,are,treated,androgen-deprivation therapy,2,9,10,10,14,14,16,17,Men with biochemical recurrence ( BCR ) of prostate cancer are typically observed or treated with androgen-deprivation therapy .
179841235,rheumatoid arthritis,are,treated,methotrexate,8,9,11,11,12,12,14,14,It is suggested that in most patients with rheumatoid arthritis who are treated with methotrexate and whose disease activity is stable a fortnightly regimen can be permitted without affecting drug efficacy .
180010903,Acute Hypercapnic Respiratory Failure,are,treated,Noninvasive Positive Pressure Ventilation,2,5,17,17,19,19,21,24,"Patients with Acute Hypercapnic Respiratory Failure ( AHRF ) who are unresponsive to appropriate medical treatment , are often treated with Noninvasive Positive Pressure Ventilation ( NPPV ) ."
180052151,head and neck squamous cell carcinoma,are,treated,(chemo)radiotherapy,3,8,14,14,16,16,18,18,"Among patients with head and neck squamous cell carcinoma with a negative neck who are initially treated with (chemo)radiotherapy , a number of cases will recur locally without obvious neck recurrence ."
180293007,musculoskeletal infection in methicillin-resistant Staphylococcus aureus ( MRSA ) prevalent communities,are,treated,oral clindamycin,2,12,13,13,15,15,17,18,Children with musculoskeletal infection in methicillin-resistant Staphylococcus aureus ( MRSA ) prevalent communities are often treated with oral clindamycin .
180299679,metastatic UC,are,treated,second-line ICI,4,5,9,9,11,11,13,14,"Currently , patients with metastatic UC ( mUC ) are usually treated with second-line ICI , while cisplatin-ineligible patients with programmed death-ligand 1 ( PD-L1 ) positive tumors can benefit from first-line ICI ."
180443312,the most severe disease,are,treated,the strongest medications,7,10,11,11,12,12,14,16,Confounding by disease severity ( patients with the most severe disease are treated with the strongest medications ) in most studies makes the association between lymphoma risk and medications and/or disease severity difficult to assess .
180550062,localized prostate cancer,is,treated,primary androgen deprivation therapy,5,7,8,8,10,10,12,15,A proportion of patients with localized prostate cancer is still treated with primary androgen deprivation therapy ( PADT ) alone .
180592906,long stayed forgotten biliary stents,are,treated,surgical intervention,2,6,7,7,9,9,11,12,Patients with long stayed forgotten biliary stents are inevitably treated with surgical intervention .
180617056,a chronic anal fissure,are,treated,isosorbide dinitrate 1 % ointment,6,9,10,10,12,12,14,18,"In our hospital , patient with a chronic anal fissure are consecutively treated with isosorbide dinitrate 1 % ointment , applied 6 times a day for 8 weeks , followed by diltiazem 2 % ointment , applied 2 times a day for 8 weeks and Botulin Toxin A injections ( Dysport ; Ipsen , Hoofddorp , the Netherlands ) in the internal anal sphincter ."
180739961,chronic inflammatory diseases,are,treated,immunosuppressants,2,4,5,5,7,7,9,9,Patients with chronic inflammatory diseases are often treated with immunosuppressants and therefore are of particular concern during the SARS-CoV-2 pandemic .
180752635,advanced disease,are,treated,intensive combination chemotherapy,2,3,4,4,6,6,8,10,"Patients with advanced disease are best treated with intensive combination chemotherapy , achieving a long-lasting complete remission in over one-half of cases , with median survivals now at 1 - 3 years ."
180880185,abdominal aortic aneurysms,are,treated,endovascular aneurysm repair,2,4,8,8,10,10,12,14,"Patients with abdominal aortic aneurysms ( AAAs ) are usually treated with endovascular aneurysm repair ( EVAR ) , which has become the standard of care in many hospitals for patients with suitable anatomy ."
181200447,multiple actinic keratoses,are,treated,topical agents,2,4,5,5,7,7,9,10,"Patients with multiple actinic keratoses are frequently treated with topical agents such as imiquimod , an immune-response modifying agent ."
181229270,severe asthma,are,treated,oral steroids,12,13,15,15,17,17,19,20,Pranlukast is effective for patients with moderate asthma and those patients with severe asthma who are not treated with oral steroids .
181393743,metastatic and muscle-invasive bladder cancer,are,treated,cisplatin,2,6,7,7,9,9,11,11,Patients with metastatic and muscle-invasive bladder cancer are commonly treated with cisplatin .
181446378,non-ST-elevation MI,are,treated,aggressive medical management,47,48,49,49,51,51,53,55,"Deciding whether a patient has ST-segment elevations or a new left bundle branch block or neither of these findings on ECG launches the treating physician down two different treatment pathways : patients with ST-elevation MI need to be assessed for immediate re-perfusion therapy , whereas patients with non-ST-elevation MI are best treated with aggressive medical management without acute reperfusion ."
181453657,symptomatic prolactinomas,are,treated,cabergoline,5,6,13,13,14,14,16,16,"At our institution patients with symptomatic prolactinomas , both micro- and macroadenomas , are treated with cabergoline as the first-line aproach ."
181504210,metastatic renal cell carcinoma,are,treated,immuno-oncology ( IO ) checkpoint inhibitors,19,22,27,27,28,28,30,35,"To the authors ' knowledge , outcomes and prognostic tools have yet to be clearly defined in patients with metastatic renal cell carcinoma ( mRCC ) who are treated with immuno-oncology ( IO ) checkpoint inhibitors ( programmed death-ligand 1 [ PD-L1 ] inhibitors ) ."
181935011,severe heart failure,are,treated,medical therapy,7,9,15,15,16,16,18,19,The mortality is higher in patients with severe heart failure due to infective endocarditis who are treated with medical therapy only than in those who additionally undergo cardiac valve replacement .
181960583,single-vessel obstructive CAD,are,treated,PCI,8,10,11,11,13,13,15,15,"Although it is generally accepted that patients with single-vessel obstructive CAD are best treated with PCI , patients with multivessel CAD have a higher ischemia burden , a greater risk for developing recurrent ischemic events , and a higher mortality ."
182001865,dilated aortic annuli,are,treated,the same type of operation,5,7,8,8,11,11,13,17,Incompetent bicuspid aortic valves with dilated aortic annuli are also satisfactorily treated with the same type of operation .
182176934,autoimmune inner-ear disease,are,treated,high doses of steroids,2,4,8,8,9,9,11,14,Patients with autoimmune inner-ear disease ( AIED ) are treated with high doses of steroids in the short term when suffering an acute hearing loss .
182743417,"resectable , aggressive , and/or recurrent ABCs",are,treated,low-dose ( 26 - 30 Gy ) radiotherapy,5,11,12,12,13,13,15,22,"A few patients with incompletely resectable , aggressive , and/or recurrent ABCs are treated with low-dose ( 26 - 30 Gy ) radiotherapy ( RT ) and are locally controlled in approximately 90 % of cases ."
182838351,inoperable disease,are,treated,radiotherapy,2,3,4,4,5,5,7,7,Patients with inoperable disease are treated with radiotherapy alone as chemotherapy has not so far been effective .
182893227,multiple sclerosis,are,treated,disease modifying therapies,2,3,7,7,8,8,15,17,Women with multiple sclerosis ( MS ) are treated early in the disease course with disease modifying therapies ( DMT ) .
183268364,acute cholecystitis,are,treated,image-guided cholecystostomy,7,8,10,10,11,11,14,15,Clinical and operative outcomes of patients with acute cholecystitis who are treated initially with image-guided cholecystostomy .
183366538,de,are,treated,ADT,5,5,8,8,9,9,11,11,"The majority of patients with de novo mCSPC are treated with ADT alone in the Canadian real-world setting , despite randomized clinical trial evidence of benefit with the use of ADT-intensified regimens ."
183480562,severe and complicated paracoccidioidomycosis,are,treated,amphotericin B,2,5,6,6,7,7,9,10,Patients with severe and complicated paracoccidioidomycosis are treated with amphotericin B by the intravenous route .
183515701,severe pulmonary arterial hypertension,are,treated,intravenous epoprostenol,3,6,10,10,11,11,13,14,Pediatric patients with severe pulmonary arterial hypertension ( PAH ) are treated with intravenous epoprostenol or intravenous or subcutaneous treprostinil .
183515701,severe pulmonary arterial hypertension,are,treated,intravenous or subcutaneous treprostinil,3,6,10,10,11,11,16,19,Pediatric patients with severe pulmonary arterial hypertension ( PAH ) are treated with intravenous epoprostenol or intravenous or subcutaneous treprostinil .
183860920,inguinal lymph nodes of unknown origin,are,treated,radiation therapy,3,8,9,9,11,11,13,14,The patients with inguinal lymph nodes of unknown origin are usually treated with radiation therapy .
184072397,advanced gynaecological cancer,are,treated,a temporary interstitial implant,2,4,5,5,7,7,9,12,Patients with advanced gynaecological cancer are often treated with a temporary interstitial implant using the Syed template and Ir- 192 ribbons at the Memorial Sloan-Kettering Cancer Center .
184098593,polymetastatic cancer,are,treated,systemic therapy,2,3,4,4,7,7,9,10,"Patients with polymetastatic cancer are most often treated with systemic therapy to improve overall survival and/or delay progression , with palliative radiotherapy reserved for sites of symptomatic disease ."
184241723,hepatocellular carcinoma,are,treated,sorafenib,11,12,14,14,15,15,17,17,The prognostic role of lactate dehydrogenase serum levels in patients with hepatocellular carcinoma who are treated with sorafenib : the influence of liver fibrosis .
184262443,acute lymphoblastic leukemia,are,treated,intermittent steroid therapy,2,4,8,8,9,9,11,13,Children with acute lymphoblastic leukemia ( ALL ) are treated with intermittent steroid therapy .
184294423,metastatic disease,are,treated,systemic chemotherapy,16,17,18,18,19,19,21,22,"Surgery and radiation therapy are the accepted treatments for most sarcomas ; however , patients with metastatic disease are treated with systemic chemotherapy ."
184432620,a dysfunctional RVOT conduit,are,treated,implantation of a Melody valve,2,5,8,8,11,11,14,18,Patients with a dysfunctional RVOT conduit or BPV are now routinely treated percutaneously with implantation of a Melody valve .
184673601,the ' classical ' gastrointestinal symptoms of coeliac disease,are,treated,a gluten exclusion diet,2,10,14,14,19,19,21,24,Patients with the ' classical ' gastrointestinal symptoms of coeliac disease ( CD ) are usually readily diagnosed and treated with a gluten exclusion diet .
184868674,severe SBS,is,treated,planned secondary surgical intervention,12,13,15,15,21,21,24,27,Prolonged survival and normal development can be expected for the patient with severe SBS who is given meticulous nutritional support and treated with carefully planned secondary surgical intervention .
185254657,severe aplastic anemia,are,treated,allogeneic blood,7,9,13,13,14,14,16,17,Children with bone marrow failure syndromes and severe aplastic anemia ( SAA ) are treated with allogeneic blood or marrow transplantation ( BMT ) .
185254657,severe aplastic anemia,are,treated,marrow transplantation,7,9,13,13,14,14,19,20,Children with bone marrow failure syndromes and severe aplastic anemia ( SAA ) are treated with allogeneic blood or marrow transplantation ( BMT ) .
185255715,magnetic resonance imaging-proven ischemic stroke,are,treated,intravenous alteplase,3,7,11,11,12,12,14,15,"Only patients with magnetic resonance imaging-proven ischemic stroke , who subsequently are treated with intravenous alteplase , and in selected cases additional endovascular treatment , are finally included in the study ."
185448827,an abnormal illusion of movement response,are,treated,eye movement desensitization,5,10,16,16,17,17,19,21,"When psychiatric patients with both an abnormal illusion of movement response and an RSM of trauma are treated with eye movement desensitization , both symptoms are removed in 70 % of cases ; when these patients undergo some other form of treatment , both symptoms are removed in 30 % of cases ."
185677945,rheumatoid arthritis,are,treated,disease-modifying antirheumatic drugs,11,12,16,16,19,19,21,23,"Despite the importance of achieving tight control , many patients with rheumatoid arthritis ( RA ) are not effectively treated with disease-modifying antirheumatic drugs ."
185882875,modest extensions,are,treated,a more minimalistic type of approach,6,7,14,14,16,16,18,23,"Finally , some tumors with more modest extensions outside the bounds of the sella are now treated with a more minimalistic type of approach via a small incision in the eyebrow ."
