sentence_id,medical,are,treated,prep,treatment,medical_first_index,medical_last_index,are_first_index,are_last_index,treated_first_index,treated_last_index,prep_first_index,prep_last_index,treatment_first_index,treatment_last_index,sentence_text
35972142,common,is,treated,with,recombinant human erythropoietin,3,3,12,12,14,14,15,15,16,18,Anemia is very common in chronic kidney disease ( CKD ) and is commonly treated with recombinant human erythropoietin .
35981047,First ray disorders,are,treated,by,nonoperative methods,0,2,6,6,7,7,8,8,9,10,"First ray disorders in athletes frequently are treated by nonoperative methods including relative rest , ice , elevation , activity modification , shoe modification , and insoles ."
35981971,Sinus bradycardia,is,treated,with,atropine,0,1,7,7,8,8,9,9,10,10,Sinus bradycardia not responding to increased oxygenation is treated with atropine .
35983840,Ventricular tachycardia,is,treated,with,catheter ablation,0,1,8,8,10,10,11,11,12,13,Ventricular tachycardia in patients without structural heart disease is readily treated with catheter ablation .
35998780,Bovine aortic endothelial cells in high glucose medium,are,treated,with,zofenoprilat,0,7,8,8,9,9,10,10,11,11,Bovine aortic endothelial cells in high glucose medium are treated with zofenoprilat or enalaprilat .
35998780,Bovine aortic endothelial cells in high glucose medium,are,treated,with,enalaprilat,0,7,8,8,9,9,10,10,13,13,Bovine aortic endothelial cells in high glucose medium are treated with zofenoprilat or enalaprilat .
36006143,an intact male,is,treated,with,testosterone,3,5,6,6,7,7,9,9,10,10,"However , if an intact male is treated neonatally with testosterone ( hyper-androgen condition )"
36016612,renal cells,are,treated,with,ucf-101,1,2,3,3,4,4,5,5,11,11,"When renal cells are treated with Omi 's specific inhibitor , ucf-101 , they become significantly resistant to cisplatin-induced cell death ."
36016612,renal cells,are,treated,with,Omi 's specific inhibitor,1,2,3,3,4,4,5,5,6,9,"When renal cells are treated with Omi 's specific inhibitor , ucf-101 , they become significantly resistant to cisplatin-induced cell death ."
36034567,most complications,are,treated,with,conservative management,15,16,17,17,20,20,21,21,22,23,"Chemoembolization morbility rate is usually high , ranging 20 % to 55 % , but most complications are generally well treated with conservative management ."
36072009,advanced NSCLC patients with mild to moderate COPD,are,treated,with,chemotherapy,1,8,9,9,10,10,11,11,12,12,"Most advanced NSCLC patients with mild to moderate COPD are treated with chemotherapy ; however , the feasibility for and prognosis after chemotherapy of these patients are not well understood ."
36114850,Acute diverticulitis,is,treated,with,antibiotics,0,1,5,5,6,6,7,7,8,8,"Acute diverticulitis with an abscess is treated with antibiotics that cover Gram negative and anaerobic bacteria , with or without percutaneous drainage ."
36122799,long-segment stenosis,is,treated,by,slide tracheoplasty,11,12,13,13,14,14,15,15,16,17,"Short-segment congenital tracheal stenosis is treated by tracheal resection , whereas long-segment stenosis is treated by slide tracheoplasty ."
36122799,Short-segment congenital tracheal stenosis,is,treated,by,tracheal resection,0,3,4,4,5,5,6,6,7,8,"Short-segment congenital tracheal stenosis is treated by tracheal resection , whereas long-segment stenosis is treated by slide tracheoplasty ."
36137427,Pancreatic cysts,are,treated,by,corticosteroid,0,1,14,14,16,16,17,17,18,18,"Pancreatic cysts have been reported in cases with autoimmune pancreatitis ( AIP ) and are often treated by corticosteroid ; however , their response to steroid has not been determined fully ."
36168440,HIV-infected patients with TB,are,treated,with,medications,1,4,17,17,18,18,19,19,20,20,"Because HIV-infected patients with TB often have underlying complicating conditions , such as hepatic disease , and are treated with medications that may have toxicities and cause drug-drug interactions , we recommend that clinicians pay careful attention to these factors when treating coinfected patients ."
36181174,Attention-deficit/hyperactivity disorder,is,treated,with,psychostimulant medication,0,1,5,5,7,7,8,8,9,10,"Attention-deficit/hyperactivity disorder ( ADHD ) is commonly treated with psychostimulant medication , and the prevalence of ADHD medication prescription is a topic of heated scientific debate ."
36232199,Basal cell caricnoma,is,treated,with,complete surgical excision,0,2,13,13,14,14,15,15,16,18,"Basal cell caricnoma ( BCC ) , the most common periocular magliancy , is treated with complete surgical excision ."
36232199,the most common periocular magliancy,is,treated,with,complete surgical excision,7,11,13,13,14,14,15,15,16,18,"Basal cell caricnoma ( BCC ) , the most common periocular magliancy , is treated with complete surgical excision ."
36232286,Age-related macular degeneration,is,treated,with,nutritional supplementation,0,2,15,15,17,17,18,18,19,20,Age-related macular degeneration ( AMD ) is a leading cause of irreversible visual loss and is primarily treated with nutritional supplementation as well as with anti-vascular endothelial growth factor ( VEGF ) agents for certain patients with neovascular disease .
36232286,Age-related macular degeneration,is,treated,with,anti-vascular endothelial growth factor ( VEGF ) agents,0,2,15,15,17,17,24,24,25,32,Age-related macular degeneration ( AMD ) is a leading cause of irreversible visual loss and is primarily treated with nutritional supplementation as well as with anti-vascular endothelial growth factor ( VEGF ) agents for certain patients with neovascular disease .
36232303,An insufficient LDL-C reduction,is,treated,with,an intestinal cholesterol absorption inhibitor,0,3,5,5,6,6,7,7,10,14,"An insufficient LDL-C reduction often is treated with ezetimibe , an intestinal cholesterol absorption inhibitor , in combination with a low statin dose ."
36232303,An insufficient LDL-C reduction,is,treated,with,ezetimibe,0,3,5,5,6,6,7,7,8,8,"An insufficient LDL-C reduction often is treated with ezetimibe , an intestinal cholesterol absorption inhibitor , in combination with a low statin dose ."
36305102,pre-operative patients,are,treated,with,chlorhexidine digluconate,7,8,12,12,14,14,15,15,16,17,"MRSA causes potentially lethal infections , and pre-operative patients colonized with MRSA are often treated with chlorhexidine digluconate and mupirocin cream to eradicate carriage ."
36305102,pre-operative patients,are,treated,with,mupirocin cream,7,8,12,12,14,14,15,15,19,20,"MRSA causes potentially lethal infections , and pre-operative patients colonized with MRSA are often treated with chlorhexidine digluconate and mupirocin cream to eradicate carriage ."
36322049,heterogeneous soft tissue malignancies,are,treated,with,radiotherapy,5,8,10,10,12,12,13,13,14,14,Sarcomas are a group of heterogeneous soft tissue malignancies that are often treated with radiotherapy as a part of the treatment concept .
36343422,Localized hepatocellular carcinoma,is,treated,with,resection,0,2,12,12,14,14,15,15,16,16,Localized hepatocellular carcinoma ( HCC ) in patients with adequate liver function is typically treated with resection .
36361024,Advanced and metastatic PC,is,treated,with,ADT,0,3,4,4,6,6,7,7,12,12,"Advanced and metastatic PC is initially treated with androgen deprivation therapy ( ADT ) , but nearly all cases eventually progress to castrate-resistant prostate cancer ( CRPC ) ."
36361024,Advanced and metastatic PC,is,treated,with,androgen deprivation therapy,0,3,4,4,6,6,7,7,8,10,"Advanced and metastatic PC is initially treated with androgen deprivation therapy ( ADT ) , but nearly all cases eventually progress to castrate-resistant prostate cancer ( CRPC ) ."
36430688,diabetic renal allograft recipients,are,treated,with,calcium channel blocking agents,14,17,18,18,19,19,20,20,21,24,"Allograft success and patient survivals may be improved and sepsis related events diminished when diabetic renal allograft recipients are treated with calcium channel blocking agents , plus or minus beta blockers ."
36465359,Unstable phalangeal fractures,are,treated,with,K-wire fixation,0,2,3,3,5,5,6,6,7,8,Unstable phalangeal fractures are commonly treated with K-wire fixation .
36513194,community-acquired methicillin-resistant Staphylococcus aureus soft tissue infection,are,treated,by,traditional beta-lactam antibiotics,2,8,9,9,11,11,12,12,13,15,"Outbreaks of community-acquired methicillin-resistant Staphylococcus aureus soft tissue infection are not treated by traditional beta-lactam antibiotics , and they can be difficult to eradicate ."
36536739,fit patients,are,treated,with,adult protocols,1,2,3,3,5,5,6,6,7,8,"While fit patients are generally treated with adult protocols and frail individuals rarely receive chemotherapy , managing the intermediate vulnerable patients requires a careful balance between the biological and psycho-social costs of treatment , the aggressiveness of the tumor and its perception by the patient ."
36560549,Sixteen primary pinto bean leaves per sample,are,treated,with,tumor growth factor,0,6,7,7,23,23,24,24,25,27,Sixteen primary pinto bean leaves per sample are inoculated with sufficient Agrobacterium tumefaciens to initiate about 5 to 10 tumors per leaf and treated with tumor growth factor at day 3 after inoculation .
36582005,Many medical conditions,are,treated,with,nonpharmacologic remedies,0,2,5,5,7,7,9,9,10,11,Many medical conditions during pregnancy are best treated initially with nonpharmacologic remedies .
36595146,the most common complication,is,treated,by,chest tube insertion,2,5,14,14,16,16,17,17,18,20,"Pneumothorax is the most common complication , which , if symptomatic or large , is easily treated by chest tube insertion or aspiration ."
36595146,the most common complication,is,treated,by,aspiration,2,5,14,14,16,16,17,17,22,22,"Pneumothorax is the most common complication , which , if symptomatic or large , is easily treated by chest tube insertion or aspiration ."
36636943,Low-grade gliomas,are,treated,with,safe surgical resection,0,1,5,5,7,7,8,8,10,12,"Low-grade gliomas ( LGGs ) are best treated with maximally safe surgical resection , generally achievable for hemispheric or cerebellar locations ."
36643234,pregnant women,are,treated,with,synthetic glucocorticoids,5,6,7,7,8,8,9,9,10,11,"Since approximately 10 % of pregnant women are treated with synthetic glucocorticoids in late gestation , to promote fetal organ maturation , we tested the hypothesis that fetal exposure to glucocorticoids modifies developing GR and MR systems in the brain ."
36706911,Acute lymphoblastic leukemia,is,treated,with,an intense regimen of chemotherapy,0,2,6,6,8,8,9,9,10,14,Acute lymphoblastic leukemia ( ALL ) is currently treated with an intense regimen of chemotherapy yielding cure rates near 85 % .
36735955,all,are,treated,by,endoscopic resection,1,1,3,3,4,4,5,5,6,7,Nearly all GA-FG-CCPs are treated by endoscopic resection due to their small tumor size and low risk of recurrence or metastasis .
36744038,A diverse range of diseases,are,treated,with,luteinizing hormone-releasing hormone ( LHRH ) agonists,0,4,9,9,10,10,11,11,12,18,A diverse range of diseases involving the reproductive system are treated with luteinizing hormone-releasing hormone ( LHRH ) agonists which must be administered daily .
36763394,pelvic irradiation,is,treated,by,supportive measures,8,9,12,12,15,15,16,16,17,18,"Chronic radiation proctitis/enteritis is a relevant complication of pelvic irradiation , which is still mainly treated by supportive measures only ."
36765348,frozen sections of mammalian epidermis,are,treated,with,a battery of rhodamine-conjugated lectins,1,5,6,6,7,7,8,8,9,13,"When frozen sections of mammalian epidermis are treated with a battery of rhodamine-conjugated lectins , the cell membranes display a pattern of increased sugar complexity during keratinocyte maturation ."
36772759,smaller arteries,are,treated,by,resection,2,3,4,4,6,6,13,13,14,14,"Lacerations of smaller arteries are best treated by resection and anastomosis , or by resection and graft ."
36772759,smaller arteries,are,treated,by,anastomosis,2,3,4,4,6,6,7,7,10,10,"Lacerations of smaller arteries are best treated by resection and anastomosis , or by resection and graft ."
36772759,smaller arteries,are,treated,by,resection,2,3,4,4,6,6,7,7,8,8,"Lacerations of smaller arteries are best treated by resection and anastomosis , or by resection and graft ."
36772760,True and false aneurysms,are,treated,by,resection and restoration of blood flow,0,3,7,7,9,9,10,10,11,16,True and false aneurysms and arteriovenous fistulas are best treated by resection and restoration of blood flow .
36772760,arteriovenous fistulas,are,treated,by,resection and restoration of blood flow,5,6,7,7,9,9,10,10,11,16,True and false aneurysms and arteriovenous fistulas are best treated by resection and restoration of blood flow .
36834569,Spotted fever group rickettsioses,are,treated,by,agents,0,3,34,34,36,36,37,37,38,38,"Spotted fever group rickettsioses ( SFGR ) , typhus group rickettsioses ( TGR ) , scrub typhus ( caused by Orientia tsutsugamushi ) , ehrlichiosis , and anaplasmosis often present as undifferentiated fever but are not treated by agents ( penicillins and cephalosporins ) typically used for acute febrile illness ."
36899483,Many acutely poisoned patients,are,treated,with,no laboratory help,0,3,4,4,5,5,6,6,7,9,Many acutely poisoned patients are treated with no laboratory help other than general clinical chemistry and haematology .
36955454,de,is,treated,with,corticosteroids,2,2,5,5,7,7,8,8,9,9,Recurrent and de novo AIH is usually treated with corticosteroids with or without azathioprine .
36980082,ER+/HER2- cancers,are,treated,with,hormone-based therapies,0,1,2,2,3,3,4,4,5,6,ER+/HER2- cancers are treated with hormone-based therapies in the adjuvant setting and derive significant survival benefit from these therapies in the metastatic setting .
36982933,a complex deformity,is,treated,by,trained orthopaedic surgeons,6,8,13,13,15,15,16,16,17,19,Talipes equinovarus ( clubfoot ) is a complex deformity which in the West is usually treated by trained orthopaedic surgeons .
36989275,frozen semen,is,treated,with,fluorescein isothiocyanate-conjugated soybean agglutinin SBA,5,6,7,7,10,10,11,11,13,17,"A protocol is outlined whereby frozen semen is thawed and treated with either fluorescein isothiocyanate-conjugated soybean agglutinin SBA ( Glycine max ) , peanut agglutinin PNA ( Arachis hypogaea ) , and garden pea agglutinin PSA ( Pisum sativum ) lectins or fluorescein isothiocyanate-heparin to assess differences in spermatozoa-bound fluorochrome by flow cytometry ."
36989275,frozen semen,is,treated,with,Glycine max,5,6,7,7,10,10,11,11,19,20,"A protocol is outlined whereby frozen semen is thawed and treated with either fluorescein isothiocyanate-conjugated soybean agglutinin SBA ( Glycine max ) , peanut agglutinin PNA ( Arachis hypogaea ) , and garden pea agglutinin PSA ( Pisum sativum ) lectins or fluorescein isothiocyanate-heparin to assess differences in spermatozoa-bound fluorochrome by flow cytometry ."
36989275,frozen semen,is,treated,with,peanut agglutinin PNA,5,6,7,7,10,10,11,11,23,25,"A protocol is outlined whereby frozen semen is thawed and treated with either fluorescein isothiocyanate-conjugated soybean agglutinin SBA ( Glycine max ) , peanut agglutinin PNA ( Arachis hypogaea ) , and garden pea agglutinin PSA ( Pisum sativum ) lectins or fluorescein isothiocyanate-heparin to assess differences in spermatozoa-bound fluorochrome by flow cytometry ."
36989275,frozen semen,is,treated,with,Arachis hypogaea,5,6,7,7,10,10,11,11,27,28,"A protocol is outlined whereby frozen semen is thawed and treated with either fluorescein isothiocyanate-conjugated soybean agglutinin SBA ( Glycine max ) , peanut agglutinin PNA ( Arachis hypogaea ) , and garden pea agglutinin PSA ( Pisum sativum ) lectins or fluorescein isothiocyanate-heparin to assess differences in spermatozoa-bound fluorochrome by flow cytometry ."
36989275,frozen semen,is,treated,with,garden pea agglutinin PSA,5,6,7,7,10,10,11,11,32,35,"A protocol is outlined whereby frozen semen is thawed and treated with either fluorescein isothiocyanate-conjugated soybean agglutinin SBA ( Glycine max ) , peanut agglutinin PNA ( Arachis hypogaea ) , and garden pea agglutinin PSA ( Pisum sativum ) lectins or fluorescein isothiocyanate-heparin to assess differences in spermatozoa-bound fluorochrome by flow cytometry ."
36989275,frozen semen,is,treated,with,fluorescein isothiocyanate-heparin,5,6,7,7,10,10,11,11,42,43,"A protocol is outlined whereby frozen semen is thawed and treated with either fluorescein isothiocyanate-conjugated soybean agglutinin SBA ( Glycine max ) , peanut agglutinin PNA ( Arachis hypogaea ) , and garden pea agglutinin PSA ( Pisum sativum ) lectins or fluorescein isothiocyanate-heparin to assess differences in spermatozoa-bound fluorochrome by flow cytometry ."
37013175,The arterial model,is,treated,with,an outline of the stenosis,0,2,3,3,4,4,9,9,10,14,The arterial model is treated as two-dimensional and axisymmetric with an outline of the stenosis obtained from a three-dimensional casting of a mildly stenosed artery .
37016335,localized colon cancer,is,treated,with,surgery,1,3,4,4,7,7,8,8,9,9,"Although localized colon cancer is often successfully treated with surgery , advanced disease requires aggressive systemic therapy that has lower effectiveness ."
37073075,allergic symptoms,are,treated,with,a high-dose therapy,27,28,29,29,30,30,31,31,32,34,The clinical efficacy of sublingual immunotherapy has been documented in numerous studies and meta-analyses and is argued to be a favored alternative to the subcutaneous route if allergic symptoms are treated with a high-dose therapy .
37079073,Chronic myeloid leukemia,is,treated,with,BCR-ABL1 tyrosine kinase inhibitors,0,2,6,6,8,8,9,9,10,13,"Chronic myeloid leukemia ( CML ) is successfully treated with BCR-ABL1 tyrosine kinase inhibitors , but a significant percentage of patients develop resistance ."
37149861,Smaller burns,are,treated,by,general practitioners,0,1,8,8,10,10,11,11,12,13,Smaller burns for which wound management is uncomplicated are mostly treated by general practitioners .
37185905,activated,are,treated,with,the current generation of BRAF kinase inhibitors,53,53,57,57,59,59,60,60,61,67,"Finally , we enumerate mechanisms of resistance to BRAF inhibition that have been characterized and postulate how strategies of RAF pathway inhibition may be extended in scope to benefit not only the thousands of patients who are diagnosed annually with BRAF-mutated metastatic melanoma but also the larger patient population with malignancies harbouring mutationally activated RAF genes that are ineffectively treated with the current generation of BRAF kinase inhibitors ."
37203068,Most small scleral wound leaks,are,treated,with,suturing,0,4,8,8,9,9,11,11,12,12,"Most small scleral wound leaks at the limbus are treated successfully with suturing , patching , bandage lenses , or cyanoacrylate adhesive , but occasionally a wound leak may continue and a fistula may develop ."
37203068,Most small scleral wound leaks,are,treated,with,patching,0,4,8,8,9,9,11,11,14,14,"Most small scleral wound leaks at the limbus are treated successfully with suturing , patching , bandage lenses , or cyanoacrylate adhesive , but occasionally a wound leak may continue and a fistula may develop ."
37203068,Most small scleral wound leaks,are,treated,with,bandage lenses,0,4,8,8,9,9,11,11,16,17,"Most small scleral wound leaks at the limbus are treated successfully with suturing , patching , bandage lenses , or cyanoacrylate adhesive , but occasionally a wound leak may continue and a fistula may develop ."
37203068,Most small scleral wound leaks,are,treated,with,cyanoacrylate adhesive,0,4,8,8,9,9,11,11,20,21,"Most small scleral wound leaks at the limbus are treated successfully with suturing , patching , bandage lenses , or cyanoacrylate adhesive , but occasionally a wound leak may continue and a fistula may develop ."
37257888,African nurses,are,treated,with,disdain,0,1,9,9,10,10,11,11,12,12,African nurses described more discrimination due to race and are treated with disdain .
37270027,several complications of severe liver disease,are,treated,by,various prebiotics,18,23,28,28,30,30,31,31,32,33,"A major role for the gut microbiota in liver disorders is also supported by the accumulating evidence that several complications of severe liver disease such as hepatic encephalopathy are efficiently treated by various prebiotics , probiotics and antibiotics ."
37270027,hepatic encephalopathy,are,treated,by,various prebiotics,26,27,28,28,30,30,31,31,32,33,"A major role for the gut microbiota in liver disorders is also supported by the accumulating evidence that several complications of severe liver disease such as hepatic encephalopathy are efficiently treated by various prebiotics , probiotics and antibiotics ."
37275817,a common neurodegenerative disorder,is,treated,with,Levodopa,7,10,12,12,14,14,15,15,16,16,"Parkinson 's disease ( PD ) , a common neurodegenerative disorder , is usually treated with Levodopa ( L-DOPA ) ."
37275817,a common neurodegenerative disorder,is,treated,with,L-DOPA,7,10,12,12,14,14,15,15,18,18,"Parkinson 's disease ( PD ) , a common neurodegenerative disorder , is usually treated with Levodopa ( L-DOPA ) ."
37296394,the severe and multiple injured patients,are,treated,by,the emergency hospital doctors,3,8,9,9,10,10,11,11,12,15,In the EHU the severe and multiple injured patients are treated by the emergency hospital doctors ; first in the triage or resuscitation areas and after when stabilised they are passed too the observation area or to the Intensive Care Unit ( ICU ) and from there the EHU or ICU doctors call the appropriate specialists .
37329029,enormous keratocyst,is,treated,by,removal of jaws,9,10,13,13,14,14,15,15,16,18,Fenestration and decompression are satisfied conservative approaches to treat enormous keratocyst which usually is treated by removal of jaws and extraction of teeth .
37329029,enormous keratocyst,is,treated,by,extraction of teeth,9,10,13,13,14,14,15,15,20,22,Fenestration and decompression are satisfied conservative approaches to treat enormous keratocyst which usually is treated by removal of jaws and extraction of teeth .
37348565,Complex nasoorbitoethmoid fractures,are,treated,with,rigid fixation,0,2,3,3,7,7,8,8,9,10,Complex nasoorbitoethmoid fractures are approached openly and treated with rigid fixation .
37349231,craniofacial injuries,are,treated,by,experienced surgeons,9,10,11,11,12,12,13,13,14,15,Complications leading to secondary deformities can occur even when craniofacial injuries are treated by experienced surgeons .
37459296,gastric cancer cells,are,treated,with,Oxaliplatin,30,32,33,33,34,34,35,35,36,36,"This finding suggests that ( 1 ) the apoptotic caspase pathway leads mainly to DNA condensation and fragmentation , and ( 2 ) caspase-independent apoptotic pathways may be activated when gastric cancer cells are treated with Oxaliplatin ."
37549114,intensive care patients,are,treated,with,antibiotics,8,10,11,11,12,12,13,13,14,14,Antibiotic-associated colitis should be considered more often when intensive care patients are treated with antibiotics .
37578343,"Intramolecular interactions , which are operative",are,treated,by,inclusion of empirical correction factors,0,5,11,11,12,12,26,26,27,31,"Intramolecular interactions , which are operative in more complex compounds , are treated in a similar fashion to that in the Hansch-Leo or Rekker methods , by inclusion of empirical correction factors ."
37596200,metastatic RCC,is,treated,by,cytokines,11,12,13,13,15,15,16,16,17,17,Renal Cell Carcinoma ( RCC ) is an immunogenic tumor and metastatic RCC is presently treated by cytokines .
37619909,severe preeclampsia,are,treated,by,delivery,3,4,11,11,12,12,13,13,14,14,"For example , severe preeclampsia and acute fatty liver of pregnancy are treated by delivery , whereas it is possible to continue pregnancy in those with thrombotic thrombocytopenic purpura-hemolytic uremic syndrome and exacerbation of systemic lupus erythematosus ."
37619909,acute fatty liver of pregnancy,are,treated,by,delivery,6,10,11,11,12,12,13,13,14,14,"For example , severe preeclampsia and acute fatty liver of pregnancy are treated by delivery , whereas it is possible to continue pregnancy in those with thrombotic thrombocytopenic purpura-hemolytic uremic syndrome and exacerbation of systemic lupus erythematosus ."
37627367,Nasal fractures,are,treated,with,closed reduction,0,1,2,2,4,4,5,5,6,7,"Nasal fractures are usually treated with closed reduction ( Higuera S , Lee EI , Stal S. Nasal trauma and the deviated nose ."
37636217,the most common symptom,is,treated,with,the time,13,16,22,22,23,23,8,8,9,10,Identifying a model of factors that are associated with the time in which the most common symptom presenting to the emergency department is treated allows for targeted interventions to groups likely to receive poor care and a framework for its evaluation .
37695477,Ophthalmic infections,are,treated,with,topical antibiotics,0,1,2,2,4,4,5,5,6,7,Ophthalmic infections are primarily treated with topical antibiotics applied directly to the eye .
37715504,Binary clusters,are,treated,by,statistical-mechanical considerations,0,1,2,2,3,3,4,4,7,8,"Binary clusters are treated by means of statistical-mechanical considerations : tracing out the molecular degrees of freedom of the more volatile component , we obtain a coarse-grained system described in terms of the single-component mean-field kinetic nucleation theory [ V. I. Kalikmanov , J. Chem . Phys . 124 , 124505 ( 2006 ) ] , allowing an adequate treatment of clusters of arbitrary size ."
37729532,Chlamydial isolation samples,are,treated,by,3 methods,0,2,3,3,4,4,5,5,6,7,"Chlamydial isolation samples are treated by 3 methods : culture on HeLa 229 cells , immunoenzymology and direct immunofluorescence ."
37744634,The vast majority,are,treated,with,operative fixation,0,2,3,3,4,4,5,5,6,7,The vast majority are treated with operative fixation .
37768120,Adult minimal changes disease,is,treated,by,high corticosteroids dose,0,3,7,7,9,9,10,10,11,13,Adult minimal changes disease ( MCD ) is usually treated by high corticosteroids dose in order to achieve remission of nephrotic syndrome .
37775745,An acute episode,is,treated,with,high-dosed glucocorticoid,0,2,3,3,4,4,6,6,7,8,An acute episode is treated intravenously with high-dosed glucocorticoid .
37826108,Urethral ruptures,are,treated,by,urethroscopic laser recanalization,0,1,2,2,5,5,6,6,7,9,Urethral ruptures are also successfully treated by urethroscopic laser recanalization .
37890498,proximal femur,are,treated,by,different types of total hip prostheses,5,6,7,7,8,8,20,20,21,26,Metastases of the pelvis and proximal femur are treated by combinations of metal implants and bone cement as well as by different types of total hip prostheses .
37890498,proximal femur,are,treated,by,combinations of metal implants,5,6,7,7,8,8,9,9,10,13,Metastases of the pelvis and proximal femur are treated by combinations of metal implants and bone cement as well as by different types of total hip prostheses .
37890560,Acute bronchitis,is,treated,with,antibiotics,0,1,10,10,12,12,13,13,14,14,"Acute bronchitis , although mostly caused by viral infections , is commonly treated with antibiotics ."
37915354,these clinical problems,are,treated,with,current analgesics,2,4,5,5,7,7,8,8,9,10,None of these clinical problems are adequately treated with current analgesics .
37923204,differing,are,treated,with,one bracket system,3,3,5,5,6,6,7,7,8,10,"When patients of differing ethnicities are treated with one bracket system , negative consequences for the occlusion can result ."
37924067,most cases,are,treated,with,systemic chemotherapy,11,12,21,21,23,23,24,24,25,26,"Although a more benign single-system congenital LCH has been described , most cases present as multisystem disease with poorer prognosis and are often treated with systemic chemotherapy ."
37939174,Most cases,are,treated,with,surgery,0,1,2,2,3,3,4,4,5,5,Most cases are treated with surgery with or without chemoradiotherapy .
37949946,Single-strand DNA,is,treated,with,mild acid,0,1,7,7,8,8,9,9,10,11,Single-strand DNA from bacteriophage phi X174 am3 is treated with mild acid and heat to produce increasing numbers of apurinic sites per molecule .
37949946,Single-strand DNA,is,treated,with,heat,0,1,7,7,8,8,9,9,13,13,Single-strand DNA from bacteriophage phi X174 am3 is treated with mild acid and heat to produce increasing numbers of apurinic sites per molecule .
37968384,advanced esophageal cancer,is,treated,with,a trimodality approach,1,3,4,4,6,6,7,7,8,10,Locally advanced esophageal cancer is often treated with a trimodality approach .
37989960,localised forms,are,treated,with,specific local interventions,3,4,5,5,6,6,7,7,8,10,The majority of localised forms are treated with specific local interventions showing good long-term results .
38013290,physical injuries,are,treated,by,the sexual assault nurse examiner,6,7,13,13,16,16,17,17,18,22,"With the patient 's consent , physical injuries sustained in a sexual assault are evaluated and treated by the sexual assault nurse examiner ( SANE ) and documented on preprinted traumagrams and with photographs ."
38013290,physical injuries,are,treated,by,SANE,6,7,13,13,16,16,17,17,24,24,"With the patient 's consent , physical injuries sustained in a sexual assault are evaluated and treated by the sexual assault nurse examiner ( SANE ) and documented on preprinted traumagrams and with photographs ."
38015820,Grade I acute ankle sprains,are,treated,with,an Aircast brace,0,4,5,5,7,7,8,8,13,15,Grade I acute ankle sprains are well treated with a compression bandage or an Aircast brace .
38015820,Grade I acute ankle sprains,are,treated,with,a compression bandage,0,4,5,5,7,7,8,8,9,11,Grade I acute ankle sprains are well treated with a compression bandage or an Aircast brace .
38015821,Grade II and III acute ankle sprains,are,treated,with,a below-knee cast,0,6,7,7,9,9,10,10,11,13,Grade II and III acute ankle sprains are best treated with a below-knee cast .
38022752,uncomplicated urinary tract infection,is,treated,with,antibiotics,1,4,8,8,10,10,11,11,12,12,"Although uncomplicated urinary tract infection ( UTI ) is commonly treated with antibiotics , the duration of symptoms without their use is not established ; this hampers informed decision making about antibiotic use ."
38054353,most posterior circulation aneurysms,are,treated,by,endovascular means,1,4,5,5,7,7,8,8,9,10,"Although most posterior circulation aneurysms are currently treated by endovascular means , some are not amenable to this treatment modality ."
38058061,Biliary obstruction,is,treated,by,placement of a biliary self-expandable metallic stent,0,1,7,7,8,8,9,9,10,16,Biliary obstruction caused by unresectable malignancy commonly is treated by placement of a biliary self-expandable metallic stent .
38081297,ulcerative colitis,is,treated,with,ASAs,3,4,5,5,7,7,8,8,11,11,"In humans , ulcerative colitis is normally treated with aminosalicylates ( ASAs ) and corticosteroids ( CSs ) to reduce inflammation ."
38081297,ulcerative colitis,is,treated,with,corticosteroids,3,4,5,5,7,7,8,8,14,14,"In humans , ulcerative colitis is normally treated with aminosalicylates ( ASAs ) and corticosteroids ( CSs ) to reduce inflammation ."
38081297,ulcerative colitis,is,treated,with,CSs,3,4,5,5,7,7,8,8,16,16,"In humans , ulcerative colitis is normally treated with aminosalicylates ( ASAs ) and corticosteroids ( CSs ) to reduce inflammation ."
38081297,ulcerative colitis,is,treated,with,aminosalicylates,3,4,5,5,7,7,8,8,9,9,"In humans , ulcerative colitis is normally treated with aminosalicylates ( ASAs ) and corticosteroids ( CSs ) to reduce inflammation ."
38168545,Most patients with CKD-MBD,are,treated,with,vitamin D analogs,0,3,4,4,5,5,7,7,11,13,"Most patients with CKD-MBD are treated medically with phosphate binders , vitamin D analogs , and calcimimetics , but rare cases are managed with parathyroidectomy ."
38168545,Most patients with CKD-MBD,are,treated,with,calcimimetics,0,3,4,4,5,5,7,7,16,16,"Most patients with CKD-MBD are treated medically with phosphate binders , vitamin D analogs , and calcimimetics , but rare cases are managed with parathyroidectomy ."
38168545,Most patients with CKD-MBD,are,treated,with,phosphate binders,0,3,4,4,5,5,7,7,8,9,"Most patients with CKD-MBD are treated medically with phosphate binders , vitamin D analogs , and calcimimetics , but rare cases are managed with parathyroidectomy ."
38210141,The corneal manifestations of cystinosis,are,treated,by,hourly instillation of cysteamine eye drops,0,4,5,5,6,6,7,7,8,13,The corneal manifestations of cystinosis are treated by hourly instillation of cysteamine eye drops each day while awake .
38221542,non-infectious uveitis,is,treated,with,immunosuppressive drugs,14,15,16,16,17,17,18,18,19,20,"Eliminating the possibility of infectious uveitis is important because unlike the infectious type , non-infectious uveitis is treated with immunosuppressive drugs such as corticosteroids and biological agents ."
38288733,most urethral stricture diseases,are,treated,by,open urethroplasties,3,6,7,7,8,8,9,9,10,11,"In Nigeria , most urethral stricture diseases are treated by open urethroplasties ."
